exposure,module_rds,outcome,outcome_label,transform,n,events,non_events,n_strata,n_psu,cycles,weight_variables,covariates_used,status,error,method,effect_scale,estimate,conf_low,conf_high,std_error_link_scale,reference_df,p_value,p_fdr_bh,family,matrix,p_plot,minus_log10_p,direction,nominal,fdr_significant,positive_nominal,display_label
Norharman_ln_U,AA_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,1139,724,415,15,2,2013-2014,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.07827767355748,0.8641032022143578,1.3455368968811032,0.10388615214150464,15,0.4793373676602941,0.8518444259019123,Aromatic Amines,urine,0.4793373676602941,0.31935871343240074,+,FALSE,FALSE,FALSE,Norharman_ln_U
MINP_binary_U,Phthalates_urine.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,2146,1435,711,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0923924554022872,0.8440693644829476,1.4137715771153858,0.12627639652697326,30,0.4894338994941533,0.8518444259019123,Phthalates,urine,0.4894338994941533,0.31030595355108026,+,FALSE,FALSE,FALSE,MINP_binary_U
Total_As_ln_U,HM_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2232,1447,785,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.942426442402269,0.7916210553842735,1.121960555872099,0.08538285802783493,30,0.4927197114071261,0.8518444259019123,Heavy Metals,urine,0.4927197114071261,0.30740006329012176,-,FALSE,FALSE,FALSE,Total_As_ln_U
CEMA_AAM_ln_U,VOC_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2158,1402,756,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9412235332871731,0.7850624198119763,1.1284475186390468,0.08883115921588373,30,0.5005287316021032,0.8518444259019123,Volatile Organic Compounds (VOC),urine,0.5005287316021032,0.3005709878787499,-,FALSE,FALSE,FALSE,CEMA_AAM_ln_U
MCOCH_binary_U,Phthalates_urine.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,1033,673,360,15,2,2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.1473967524063624,0.7462130718511994,1.7642672811488769,0.2018531398693184,15,0.5061464715452089,0.8518444259019123,Phthalates,urine,0.5061464715452089,0.2957237863641888,+,FALSE,FALSE,FALSE,MCOCH_binary_U
MHNCH_binary_U,Phthalates_urine.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,2146,1435,711,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9310401565919892,0.7473390228013745,1.159896307752714,0.10761712055591904,30,0.5117903647397255,0.8518444259019123,Phthalates,urine,0.5117903647397255,0.2909078946500036,-,FALSE,FALSE,FALSE,MHNCH_binary_U
AsB_binary_U,HM_urine.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,2235,1451,784,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9222352117279019,0.7179932029543056,1.1845763751679088,0.12257923677963585,30,0.5140175919630823,0.8518444259019123,Heavy Metals,urine,0.5140175919630823,0.28902201726590704,-,FALSE,FALSE,FALSE,AsB_binary_U
Nitrate_ln_U,PERNT_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2224,1441,783,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.100827990854698,0.810123038727338,1.4958496518663411,0.15014243464630797,30,0.5271525129508131,0.8518444259019123,Inorganic Anions,urine,0.5271525129508131,0.27806371884707887,+,FALSE,FALSE,FALSE,Nitrate_ln_U
BP3_ln_U,PCCP_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2145,1434,711,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9764892640867855,0.9049716181222766,1.053658770929448,0.03724291228898232,30,0.5277874796109213,0.8518444259019123,Personal Care Products,urine,0.5277874796109213,0.27754091650396334,-,FALSE,FALSE,FALSE,BP3_ln_U
X3_HPMA_ln_U,VOC_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2148,1391,757,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.05922843632969,0.8764240258604453,1.280162167197471,0.0927623587229526,30,0.5397423303370888,0.8518444259019123,Volatile Organic Compounds (VOC),urine,0.5397423303370888,0.26781352021364085,+,FALSE,FALSE,FALSE,3_HPMA_ln_U
Sm_PFOS_ln_S,PFC_serum.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,997,661,336,15,2,2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9108432198624586,0.6613942519074836,1.2543734221709888,0.1501422713262395,15,0.5432982780875901,0.8518444259019123,Polyfluoroalkyl Substances (PFAS),serum,0.5432982780875901,0.2649616714033176,-,FALSE,FALSE,FALSE,Sm_PFOS_ln_S
MEHHP_ln_U,Phthalates_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2145,1434,711,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9536655205401454,0.8132416204312528,1.1183366692236199,0.07799387421752578,30,0.5475785425222832,0.8518444259019123,Phthalates,urine,0.5475785425222832,0.26155357851969596,-,FALSE,FALSE,FALSE,MEHHP_ln_U
Mn_ln_S,HM_serum.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,3258,2169,1089,30,4,2013-2014|2015-2016,WTSH2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.1066886208580928,0.7842819411029511,1.5616319072888303,0.1686156201397618,30,0.5522203955638328,0.8518444259019123,Heavy Metals,serum,0.5522203955638328,0.25788755728159396,+,FALSE,FALSE,FALSE,Mn_ln_S
o_Xylene_binary_S,VOC_serum.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,3155,2122,1033,30,4,2013-2014|2015-2016,WTSVOC2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.1048269377169075,0.7839155793442016,1.5571097124081517,0.16802001517079906,30,0.55741777872981,0.8518444259019123,Volatile Organic Compounds (VOC),serum,0.55741777872981,0.2538191836652024,+,FALSE,FALSE,FALSE,o_Xylene_binary_S
Sb_ln_U,HM_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2233,1447,786,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.947438628273036,0.7838144373987985,1.1452199800284875,0.09283279351798082,30,0.5651699003630581,0.8518444259019123,Heavy Metals,urine,0.5651699003630581,0.24782097572354972,-,FALSE,FALSE,FALSE,Sb_ln_U
MCOP_ln_U,Phthalates_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2145,1434,711,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0287979182378972,0.9307489360407799,1.1371757899320953,0.04904182106295239,30,0.5669680804076851,0.8518444259019123,Phthalates,urine,0.5669680804076851,0.24644139065386664,+,FALSE,FALSE,FALSE,MCOP_ln_U
MeA_a_C_binary_U,AA_urine.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,1154,737,417,15,2,2013-2014,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.18056851388007,0.6407440747243265,2.1751929841327673,0.28671627547429984,15,0.5712111643025459,0.8518444259019123,Aromatic Amines,urine,0.5712111643025459,0.24320331287822852,+,FALSE,FALSE,FALSE,MeA_a_C_binary_U
DEP_ln_U,pesticides_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,1039,678,361,15,2,2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0533425856480192,0.8667253903918233,1.2801408785752377,0.0914877909886054,15,0.578413948686266,0.8518444259019123,Pesticides,urine,0.578413948686266,0.23776124240019406,+,FALSE,FALSE,FALSE,DEP_ln_U
BCPP_binary_U,BFR_urine.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,1947,1297,650,30,4,2013-2014|2015-2016,WTSSBI2Y|WTSSCH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9145466263473856,0.6603336400307799,1.26662565869641,0.1594709994032251,30,0.5795399616203536,0.8518444259019123,Brominated Flame Retardants,urine,0.5795399616203536,0.23691661230980499,-,FALSE,FALSE,FALSE,BCPP_binary_U
IPM3_Cys_ln_U,VOC_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,1051,689,362,15,2,2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0813919807814762,0.8044397603436847,1.4536932083004852,0.13880613627369268,15,0.5812691974835061,0.8518444259019123,Volatile Organic Compounds (VOC),urine,0.5812691974835061,0.23562269049171303,+,FALSE,FALSE,FALSE,IPM3_Cys_ln_U
PMM_Cys_ln_U,VOC_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2192,1421,771,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0449336448552387,0.8858677103131453,1.2325613739375187,0.08086141289770236,30,0.5907580419063696,0.8518444259019123,Volatile Organic Compounds (VOC),urine,0.5907580419063696,0.22859035766548189,+,FALSE,FALSE,FALSE,PMM_Cys_ln_U
A_a_C_binary_U,AA_urine.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,1155,737,418,15,2,2013-2014,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9075438557974101,0.6219629970960067,1.3242521726232108,0.17727902165727635,15,0.592266267780564,0.8518444259019123,Aromatic Amines,urine,0.592266267780564,0.22748300167264587,-,FALSE,FALSE,FALSE,A_a_C_binary_U
TTCA_binary_U,VOC_urine.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,1171,751,420,15,2,2013-2014,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.1107925588414427,0.7359117136232085,1.6766414855699174,0.1931638026018536,15,0.5944613435827825,0.8518444259019123,Volatile Organic Compounds (VOC),urine,0.5944613435827825,0.22587638127157494,+,FALSE,FALSE,FALSE,TTCA_binary_U
DBCM_binary_S,VOC_serum.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,3163,2127,1036,30,4,2013-2014|2015-2016,WTSVOC2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9168061291374688,0.6561118461476395,1.2810826132148372,0.1638198462099665,30,0.5998678406641464,0.8518444259019123,Volatile Organic Compounds (VOC),serum,0.5998678406641464,0.22194442027037362,-,FALSE,FALSE,FALSE,DBCM_binary_S
MeFOSAA_binary_S,PFC_serum.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,2074,1412,662,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0763692923531623,0.8097385179003945,1.4307962730054573,0.1393729378882765,30,0.6013603040413757,0.8518444259019123,Polyfluoroalkyl Substances (PFAS),serum,0.6013603040413757,0.22086524318723338,+,FALSE,FALSE,FALSE,MeFOSAA_binary_S
Mn_binary_U,HM_urine.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,2234,1447,787,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9245185202660919,0.6768299424579045,1.2628497066944766,0.1526990357571644,30,0.6110406865443612,0.8518444259019123,Heavy Metals,urine,0.6110406865443612,0.2139298710120965,-,FALSE,FALSE,FALSE,Mn_binary_U
DMDTP_binary_U,pesticides_urine.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,1035,678,357,15,2,2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8820064430463633,0.5247104071702879,1.4825994585673021,0.2436618108515759,15,0.61386217103925,0.8518444259019123,Pesticides,urine,0.61386217103925,0.21192912898346103,-,FALSE,FALSE,FALSE,DMDTP_binary_U
MDA_binary_U,pesticides_urine.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,1036,675,361,15,2,2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8615144618520963,0.4586182133471822,1.618355194756391,0.295795769235064,15,0.6216238621176686,0.8518444259019123,Pesticides,urine,0.6216238621176686,0.2064723227349366,-,FALSE,FALSE,FALSE,MDA_binary_U
Benzene_binary_S,VOC_serum.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,3082,2074,1008,30,4,2013-2014|2015-2016,WTSVOC2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9424018938399907,0.738725157993988,1.2022351207381365,0.1192328088558898,30,0.6224335136692147,0.8518444259019123,Volatile Organic Compounds (VOC),serum,0.6224335136692147,0.20590703168391314,-,FALSE,FALSE,FALSE,Benzene_binary_S
THg_ln_S,HM_serum.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,3259,2170,1089,30,4,2013-2014|2015-2016,WTSH2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9758114807405263,0.882043054408652,1.079548261488672,0.049468690197481485,30,0.6242222465513044,0.8518444259019123,Heavy Metals,serum,0.6242222465513044,0.2046607576471238,-,FALSE,FALSE,FALSE,THg_ln_S
BMA_ln_U,VOC_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2212,1432,780,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9660226652204859,0.8359874438055969,1.1162844569429922,0.0707906052651055,30,0.6288784352295997,0.8518444259019123,Volatile Organic Compounds (VOC),urine,0.6288784352295997,0.20143329733912804,-,FALSE,FALSE,FALSE,BMA_ln_U
MECPP_ln_U,Phthalates_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2145,1434,711,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9572478472815618,0.7935262610571528,1.1547487286740052,0.09184656350827056,30,0.6377221939823958,0.8535215959714361,Phthalates,urine,0.6377221939823958,0.19536846845047304,-,FALSE,FALSE,FALSE,MECPP_ln_U
MCNP_ln_U,Phthalates_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2145,1434,711,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9704837791609886,0.8520786868429295,1.1053424761793287,0.06371128893925573,30,0.6415732801932943,0.8535215959714361,Phthalates,urine,0.6415732801932943,0.1927537315478482,-,FALSE,FALSE,FALSE,MCNP_ln_U
n_PFOS_ln_S,PFC_serum.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,997,661,336,15,2,2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9573689257565198,0.7834597925059568,1.1698816822143734,0.09405293090769375,15,0.6498618470188924,0.8568974796974776,Polyfluoroalkyl Substances (PFAS),serum,0.6498618470188924,0.18717895944091448,-,FALSE,FALSE,FALSE,n_PFOS_ln_S
U_ln_U,HM_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2233,1447,786,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.033712714603229,0.8846941905122089,1.2078320257915502,0.07622398238778316,30,0.6666808524234134,0.8713635702727069,Heavy Metals,urine,0.6666808524234134,0.17608201796018477,+,FALSE,FALSE,FALSE,U_ln_U
DCVDMPCA_binary_U,pesticides_urine.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,2177,1430,747,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9438962405613912,0.7121261518836155,1.2510987141664982,0.13796453516581964,30,0.6785579282635482,0.8723795080674343,Pesticides,urine,0.6785579282635482,0.16841307084681917,-,FALSE,FALSE,FALSE,DCVDMPCA_binary_U
X1_NP_ln_U,PAH_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2160,1397,763,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.02545889939178,0.9059030584615915,1.1607930280394176,0.06069865795592497,30,0.6816881718367569,0.8723795080674343,Polycyclic Aromatic Hydrocarbons (PAH),urine,0.6816881718367569,0.16641424150190057,+,FALSE,FALSE,FALSE,1_NP_ln_U
PFHxA_binary_U,PFC_urine.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,1013,698,315,15,2,2013-2014,WTSSBH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.1174003578301988,0.6291705452269706,1.9844914374188243,0.2694681661224023,15,0.6862094474828966,0.8723795080674343,Polyfluoroalkyl Substances (PFAS),urine,0.6862094474828966,0.16354330702970626,+,FALSE,FALSE,FALSE,PFHxA_binary_U
DPCP_binary_U,BFR_urine.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,1047,707,340,15,2,2013-2014,WTSSCH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.11906724870313,0.619460032043818,2.0216179290666645,0.27746498732199515,15,0.6908777312211896,0.8723795080674343,Brominated Flame Retardants,urine,0.6908777312211896,0.1605988055265833,+,FALSE,FALSE,FALSE,DPCP_binary_U
DMA_ln_U,HM_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2234,1451,783,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9597551608540115,0.7714390697334188,1.1940411173421879,0.10694974520383989,30,0.7036293774742668,0.8810149348207206,Heavy Metals,urine,0.7036293774742668,0.15265603645644552,-,FALSE,FALSE,FALSE,DMA_ln_U
X3_FL_ln_U,PAH_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2226,1443,783,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.024174336853179,0.8946006026063593,1.1725154993330569,0.06623243481617412,30,0.7208878284691382,0.8811970703485666,Polycyclic Aromatic Hydrocarbons (PAH),urine,0.7208878284691382,0.14213230707917598,+,FALSE,FALSE,FALSE,3_FL_ln_U
o_ANS_ln_U,AA_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,1048,660,388,15,2,2013-2014,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9747413097329402,0.8389029847391747,1.1325750869694327,0.07041078921580196,15,0.7214194295457912,0.8811970703485666,Aromatic Amines,urine,0.7214194295457912,0.14181216527397353,-,FALSE,FALSE,FALSE,o_ANS_ln_U
Thiocyanate_ln_U,PERNT_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2219,1439,780,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0228106016567087,0.8999042307285334,1.1625031766040659,0.06268569158579132,30,0.7215170643122493,0.8811970703485666,Inorganic Anions,urine,0.7215170643122493,0.14175339312348756,+,FALSE,FALSE,FALSE,Thiocyanate_ln_U
Sn_ln_U,HM_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2232,1447,785,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.024637200404889,0.8826461477495829,1.1894703161967826,0.07304093830432304,30,0.74128697873606,0.8979817872493735,Heavy Metals,urine,0.74128697873606,0.1300136285208374,+,FALSE,FALSE,FALSE,Sn_ln_U
MEHP_binary_U,Phthalates_urine.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,2146,1435,711,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9610498197853043,0.7480711467839609,1.234664323146394,0.1226712718907928,30,0.7482867687532713,0.899151036647076,Phthalates,urine,0.7482867687532713,0.12593193392736673,-,FALSE,FALSE,FALSE,MEHP_binary_U
MBzP_ln_U,Phthalates_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2145,1434,711,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9807609505439586,0.8637071020618853,1.1136785141810364,0.062232167421153464,30,0.7570766973518561,0.9024354232434124,Phthalates,urine,0.7570766973518561,0.12086012109517522,-,FALSE,FALSE,FALSE,MBzP_ln_U
TCC_binary_U,PCCP_urine.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,2147,1435,712,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9541699372053967,0.6796484387959699,1.3395753114351878,0.16612187226663022,30,0.7795729692043748,0.9218759715194591,Personal Care Products,urine,0.7795729692043748,0.10814322795475344,-,FALSE,FALSE,FALSE,TCC_binary_U
MEP_ln_U,Phthalates_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2145,1434,711,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.012567150759176,0.9175539929842527,1.1174189667704408,0.048246595148681744,30,0.7975155263014505,0.9249818648307419,Phthalates,urine,0.7975155263014505,0.09826085319691728,+,FALSE,FALSE,FALSE,MEP_ln_U
GLYP_ln_U,GYLP_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,1940,1295,645,30,4,2013-2014|2015-2016,WTSSCH2Y|WTSSGL2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0240559055125928,0.8447374814057499,1.241439524939823,0.09425798822612419,30,0.8026124111411556,0.9249818648307419,Herbicides,urine,0.8026124111411556,0.09549412886776303,+,FALSE,FALSE,FALSE,GLYP_ln_U
X26_DMA_binary_U,AA_urine.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,1065,681,384,15,2,2013-2014,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0473974043175667,0.7105297452948723,1.5439766312892367,0.18206055708704544,15,0.8026734955674115,0.9249818648307419,Aromatic Amines,urine,0.8026734955674115,0.09546107727345807,+,FALSE,FALSE,FALSE,26_DMA_binary_U
Tl_ln_U,HM_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2233,1447,786,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9686523406285132,0.7439325234115399,1.261253309241383,0.12924594302632558,30,0.8070311572348755,0.9249818648307419,Heavy Metals,urine,0.8070311572348755,0.0931096980487236,-,FALSE,FALSE,FALSE,Tl_ln_U
X14_DCB_binary_S,VOC_serum.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,3133,2103,1030,30,4,2013-2014|2015-2016,WTSVOC2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.026908238796188,0.8052892631045495,1.3095176841698182,0.11903715906123456,30,0.8249997021291026,0.9383584398262311,Volatile Organic Compounds (VOC),serum,0.8249997021291026,0.0835462082545724,+,FALSE,FALSE,FALSE,14_DCB_binary_S
Harman_ln_U,AA_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,1155,737,418,15,2,2013-2014,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0153234287010706,0.8634092578139471,1.1939664250061113,0.07603918396744348,15,0.8441731018924776,0.944451995588644,Aromatic Amines,urine,0.8441731018924776,0.07356848999939929,+,FALSE,FALSE,FALSE,Harman_ln_U
PFHS_ln_S,PFC_serum.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2074,1412,662,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9859407980860375,0.8513720349829371,1.1417796420222033,0.07185481197890375,30,0.8451176031045924,0.944451995588644,Polyfluoroalkyl Substances (PFAS),serum,0.8451176031045924,0.07308285220348686,-,FALSE,FALSE,FALSE,PFHS_ln_S
