Category,CategoryID,GO,Description,LogP,Enrichment,#GeneInGOAndHitList,#GeneInHitList,Hits,Log(q-value),GeneID,Source,FDR,Significant_FDR_0_05
GO Biological Processes,19,GO:0010638,positive regulation of organelle organization,-7.6,7.4,13,116,APOA1|CTNNB1|DCTN1|DRD3|EDN1|GRN|HNRNPA1|HNRNPA2B1|KDR|LIMK1|MAPT|MAPK1|TGFBR1,-5.9,335|1499|1639|1814|1906|2896|3178|3181|3791|3984|4137|5594|7046,Metascape session t_e1w6klz,0.0027394448187683684,TRUE
KEGG Pathway,24,hsa04071,Sphingolipid signaling pathway,-7.6,17,8,116,GNAQ|HRAS|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1,-5.9,2776|3265|5290|5296|5594|5604|5605|5894,Metascape session t_e1w6klz,0.0027394448187683684,TRUE
Reactome Gene Sets,6,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),-7.6,17,8,116,APOA1|APOA2|APOB|APOE|APP|F5|FBN1|IL6,-5.9,335|336|338|348|351|2153|2200|3569,Metascape session t_e1w6klz,0.0027394448187683684,TRUE
Reactome Gene Sets,6,R-HSA-112399,IRS-mediated signalling,-7.6,33,6,116,FGFR1|HRAS|IRS1|PIK3CA|PIK3R2|PTPN11,-5.8,2260|3265|3667|5290|5296|5781,Metascape session t_e1w6klz,0.0030275547453758153,TRUE
Reactome Gene Sets,6,R-HSA-74752,Signaling by Insulin receptor,-7.6,23,7,116,FGFR1|HRAS|IRS1|PIK3CA|PIK3R2|MAPK1|PTPN11,-5.8,2260|3265|3667|5290|5296|5594|5781,Metascape session t_e1w6klz,0.0030275547453758153,TRUE
GO Biological Processes,19,GO:0065005,protein-lipid complex assembly,-7.5,55,5,116,APOA1|APOA2|APOB|APOE|MTTP,-5.8,335|336|338|348|4547,Metascape session t_e1w6klz,0.0030275547453758153,TRUE
GO Biological Processes,19,GO:2001026,regulation of endothelial cell chemotaxis,-7.5,55,5,116,FGFR1|KDR|MET|NOTCH1|VEGFA,-5.8,2260|3791|4233|4851|7422,Metascape session t_e1w6klz,0.0030275547453758153,TRUE
WikiPathways,27,WP1539,Angiogenesis,-7.5,55,5,116,KDR|PIK3CA|MAPK1|PTK2|VEGFA,-5.8,3791|5290|5594|5747|7422,Metascape session t_e1w6klz,0.0030275547453758153,TRUE
GO Biological Processes,19,GO:0019725,cellular homeostasis,-7.5,6,15,116,ACVR2B|APP|CAV1|DCTN1|DRD3|EDN1|GPX1|GRN|IL6|KCNQ1|SMAD4|PIK3R2|SLC8A1|ADNP|NCF1,-5.8,93|351|857|1639|1814|1906|2876|2896|3569|3784|4089|5296|6546|23394|653361,Metascape session t_e1w6klz,0.0030275547453758153,TRUE
KEGG Pathway,24,hsa05168,Herpes simplex virus 1 infection,-7.5,13,9,116,CASP8|MTOR|IL6|PIK3CA|PIK3R2|PTPN11|TSC1|TSC2|TBK1,-5.8,841|2475|3569|5290|5296|5781|7248|7249|29110,Metascape session t_e1w6klz,0.0030275547453758153,TRUE
GO Biological Processes,19,GO:0060047,heart contraction,-7.5,22,7,116,ACTC1|ACE|GJA1|GPX1|KCNQ1|PIK3CA|SLC8A1,-5.8,70|1636|2697|2876|3784|5290|6546,Metascape session t_e1w6klz,0.0030275547453758153,TRUE
WikiPathways,27,WP286,IL3 signaling,-7.5,32,6,116,HRAS|PIK3R2|MAPK1|MAP2K1|PTPN11|RAF1,-5.8,3265|5296|5594|5604|5781|5894,Metascape session t_e1w6klz,0.0030275547453758153,TRUE
GO Biological Processes,19,GO:0035296,regulation of tube diameter,-7.5,17,8,116,CAV1|CPS1|ACE|EDN1|FBN1|MAP2K1|PTPN11|SLC8A1,-5.8,857|1373|1636|1906|2200|5604|5781|6546,Metascape session t_e1w6klz,0.0030275547453758153,TRUE
GO Biological Processes,19,GO:0035150,regulation of tube size,-7.5,17,8,116,CAV1|CPS1|ACE|EDN1|FBN1|MAP2K1|PTPN11|SLC8A1,-5.8,857|1373|1636|1906|2200|5604|5781|6546,Metascape session t_e1w6klz,0.0030275547453758153,TRUE
GO Biological Processes,19,GO:0097746,blood vessel diameter maintenance,-7.5,17,8,116,CAV1|CPS1|ACE|EDN1|FBN1|MAP2K1|PTPN11|SLC8A1,-5.8,857|1373|1636|1906|2200|5604|5781|6546,Metascape session t_e1w6klz,0.0030275547453758153,TRUE
Reactome Gene Sets,6,R-HSA-6802957,Oncogenic MAPK signaling,-7.5,22,7,116,ACTB|HRAS|LMNA|MAPK1|MAP2K1|MAP2K2|RAF1,-5.8,60|3265|4000|5594|5604|5605|5894,Metascape session t_e1w6klz,0.0030275547453758153,TRUE
Canonical Pathways,11,M186,PID PDGFRB PATHWAY,-7.5,16,8,116,HRAS|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|PTPN11|RAF1,-5.8,3265|5290|5296|5594|5604|5605|5781|5894,Metascape session t_e1w6klz,0.0030275547453758153,TRUE
WikiPathways,27,WP4483,Relationship between inflammation COX 2 and EGFR,-7.4,53,5,116,ESR1|HRAS|PIK3CA|MAPK1|PTGS2,-5.8,2099|3265|5290|5594|5743,Metascape session t_e1w6klz,0.0030275547453758153,TRUE
WikiPathways,27,WP2018,RANKL RANK signaling,-7.4,32,6,116,MTOR|PIK3R2|MAPK1|MAP2K1|PTK2|SQSTM1,-5.8,2475|5296|5594|5604|5747|8878,Metascape session t_e1w6klz,0.0030275547453758153,TRUE
GO Biological Processes,19,GO:0050708,regulation of protein secretion,-7.4,11,10,116,ALOX5|APOE|DRD3|IDH2|IL6|IRS1|PPARG|SLC2A2|NR0B2|CAPN10,-5.8,240|348|1814|3418|3569|3667|5468|6514|8431|11132,Metascape session t_e1w6klz,0.0030275547453758153,TRUE
WikiPathways,27,WP4298,Acute viral myocarditis,-7.4,22,7,116,ACTB|CASP8|CAV1|EDN1|IL6|IL10|MAPK1,-5.8,60|841|857|1906|3569|3586|5594,Metascape session t_e1w6klz,0.0030275547453758153,TRUE
KEGG Pathway,24,hsa04360,Axon guidance,-7.4,13,9,116,HRAS|LIMK1|MET|PIK3CA|PIK3R2|MAPK1|PTK2|PTPN11|RAF1,-5.7,3265|3984|4233|5290|5296|5594|5747|5781|5894,Metascape session t_e1w6klz,0.003345965457471272,TRUE
Reactome Gene Sets,6,R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,-7.4,22,7,116,ESR1|FGFR1|IRS1|MET|PIK3CA|PIK3R2|PTPN11,-5.7,2099|2260|3667|4233|5290|5296|5781,Metascape session t_e1w6klz,0.003345965457471272,TRUE
WikiPathways,27,WP3601,Lipid particles composition,-7.4,110,4,116,APOA1|APOA2|APOB|APOE,-5.7,335|336|338|348,Metascape session t_e1w6klz,0.003345965457471272,TRUE
Reactome Gene Sets,6,R-HSA-8963901,Chylomicron remodeling,-7.4,110,4,116,APOA1|APOA2|APOB|APOE,-5.7,335|336|338|348,Metascape session t_e1w6klz,0.003345965457471272,TRUE
GO Biological Processes,19,GO:0051223,regulation of protein transport,-7.4,7.9,12,116,ALOX5|APOE|APP|DRD3|IDH2|IL6|IRS1|PIK3R2|PPARG|SLC2A2|NR0B2|CAPN10,-5.7,240|348|351|1814|3418|3569|3667|5296|5468|6514|8431|11132,Metascape session t_e1w6klz,0.003345965457471272,TRUE
GO Biological Processes,19,GO:0030111,regulation of Wnt signaling pathway,-7.4,9.1,11,116,APOE|APP|CAV1|CTNNB1|GNAQ|SMAD4|SMARCA4|VCP|ZEB2|ADNP|NPHP3,-5.7,348|351|857|1499|2776|4089|6597|7415|9839|23394|27031,Metascape session t_e1w6klz,0.003345965457471272,TRUE
GO Biological Processes,19,GO:0043065,positive regulation of apoptotic process,-7.4,7.1,13,116,APP|CASP8|CAV1|CTNNB1|GRN|IL6|IL10|SMAD4|NOTCH1|PPARG|TGFBR1|SQSTM1|MFN2,-5.7,351|841|857|1499|2896|3569|3586|4089|4851|5468|7046|8878|9927,Metascape session t_e1w6klz,0.003345965457471272,TRUE
WikiPathways,27,WP15,Selenium micronutrient network,-7.4,21,7,116,ALOX5|APOA1|APOB|GPX1|IL6|SERPINE1|PTGS2,-5.7,240|335|338|2876|3569|5054|5743,Metascape session t_e1w6klz,0.003345965457471272,TRUE
KEGG Pathway,24,hsa04650,Natural killer cell mediated cytotoxicity,-7.4,16,8,116,HRAS|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|PTPN11|RAF1,-5.7,3265|5290|5296|5594|5604|5605|5781|5894,Metascape session t_e1w6klz,0.003345965457471272,TRUE
GO Biological Processes,19,GO:0071456,cellular response to hypoxia,-7.4,16,8,116,EDN1|MTOR|LMNA|NONO|NOTCH1|PPARG|PTGS2|VEGFA,-5.7,1906|2475|4000|4841|4851|5468|5743|7422,Metascape session t_e1w6klz,0.003345965457471272,TRUE
WikiPathways,27,WP5496,Targeted therapy in breast cancer,-7.4,51,5,116,HRAS|PIK3CA|PIK3R2|MAPK1|RAF1,-5.7,3265|5290|5296|5594|5894,Metascape session t_e1w6klz,0.003345965457471272,TRUE
WikiPathways,27,WP5494,Tyrosine kinase inhibitors in glioblastoma,-7.4,51,5,116,MTOR|HRAS|RAF1|TSC1|TSC2,-5.7,2475|3265|5894|7248|7249,Metascape session t_e1w6klz,0.003345965457471272,TRUE
WikiPathways,27,WP581,EPO receptor signaling,-7.4,51,5,116,IRS1|MAPK1|MAP2K1|MAP2K2|RAF1,-5.7,3667|5594|5604|5605|5894,Metascape session t_e1w6klz,0.003345965457471272,TRUE
Canonical Pathways,11,M226,PID VEGFR1 PATHWAY,-7.4,51,5,116,CAV1|PIK3CA|MAPK1|PTPN11|VEGFA,-5.7,857|5290|5594|5781|7422,Metascape session t_e1w6klz,0.003345965457471272,TRUE
Reactome Gene Sets,6,R-HSA-5654736,Signaling by FGFR1,-7.3,30,6,116,FGFR1|HRAS|PIK3CA|MAPK1|PTPN11|FGFRL1,-5.7,2260|3265|5290|5594|5781|53834,Metascape session t_e1w6klz,0.003345965457471272,TRUE
Canonical Pathways,11,M231,PID KIT PATHWAY,-7.3,30,6,116,HRAS|PIK3CA|MAP2K1|MAP2K2|PTPN11|RAF1,-5.7,3265|5290|5604|5605|5781|5894,Metascape session t_e1w6klz,0.003345965457471272,TRUE
Reactome Gene Sets,6,R-HSA-2428928,IRS-related events triggered by IGF1R,-7.3,30,6,116,FGFR1|HRAS|IRS1|PIK3CA|PIK3R2|PTPN11,-5.7,2260|3265|3667|5290|5296|5781,Metascape session t_e1w6klz,0.003345965457471272,TRUE
GO Biological Processes,19,GO:0070374,positive regulation of ERK1 and ERK2 cascade,-7.3,13,9,116,APOE|APP|CSF1R|HRAS|KDR|NOTCH1|MAP2K1|PTPN11|VEGFA,-5.7,348|351|1436|3265|3791|4851|5604|5781|7422,Metascape session t_e1w6klz,0.003345965457471272,TRUE
GO Biological Processes,19,GO:0060485,mesenchyme development,-7.3,13,9,116,ACTC1|CTNNB1|EDN1|ENG|FGFR1|SMAD4|NOTCH1|PKD2|TGFBR1,-5.7,70|1499|1906|2022|2260|4089|4851|5311|7046,Metascape session t_e1w6klz,0.003345965457471272,TRUE
GO Biological Processes,19,GO:0060828,regulation of canonical Wnt signaling pathway,-7.3,10,10,116,APOE|APP|CAV1|CTNNB1|GNAQ|SMAD4|VCP|ZEB2|ADNP|NPHP3,-5.6,348|351|857|1499|2776|4089|7415|9839|23394|27031,Metascape session t_e1w6klz,0.003697863716482932,TRUE
Reactome Gene Sets,6,R-HSA-190236,Signaling by FGFR,-7.3,21,7,116,FGFR1|HNRNPA1|HRAS|PIK3CA|MAPK1|PTPN11|FGFRL1,-5.6,2260|3178|3265|5290|5594|5781|53834,Metascape session t_e1w6klz,0.003697863716482932,TRUE
GO Biological Processes,19,GO:0032956,regulation of actin cytoskeleton organization,-7.3,8.9,11,116,APOA1|CSF1R|EDN1|MTOR|HRAS|LIMK1|SMAD4|PIK3CA|TGFBR1|TSC1|CAPN10,-5.6,335|1436|1906|2475|3265|3984|4089|5290|7046|7248|11132,Metascape session t_e1w6klz,0.003697863716482932,TRUE
GO Biological Processes,19,GO:0003018,vascular process in circulatory system,-7.3,10,10,116,APOE|CAV1|CPS1|ACE|EDN1|FBN1|MAP2K1|PTPN11|SLC8A1|VEGFA,-5.6,348|857|1373|1636|1906|2200|5604|5781|6546|7422,Metascape session t_e1w6klz,0.003697863716482932,TRUE
Reactome Gene Sets,6,R-HSA-2428924,IGF1R signaling cascade,-7.3,30,6,116,FGFR1|HRAS|IRS1|PIK3CA|PIK3R2|PTPN11,-5.6,2260|3265|3667|5290|5296|5781,Metascape session t_e1w6klz,0.003697863716482932,TRUE
GO Biological Processes,19,GO:0002831,regulation of response to biotic stimulus,-7.3,6.3,14,116,APOE|APP|CASP8|GRN|CFH|NONO|PPARG|PTPN11|TNFAIP3|SQSTM1|MATR3|EMILIN1|TBK1|NCF1,-5.6,348|351|841|2896|3075|4841|5468|5781|7128|8878|9782|11117|29110|653361,Metascape session t_e1w6klz,0.003697863716482932,TRUE
WikiPathways,27,WP4630,Measles virus infection,-7.3,16,8,116,ADAR|CASP8|IL6|PIK3CA|PIK3R2|TNFAIP3|EIF2AK3|TBK1,-5.6,103|841|3569|5290|5296|7128|9451|29110,Metascape session t_e1w6klz,0.003697863716482932,TRUE
GO Biological Processes,19,GO:0010817,regulation of hormone levels,-7.3,6.9,13,116,ALOX5|ACE|EDN1|GJA1|GNAQ|IL6|IRS1|KCNQ1|PPARG|SLC2A2|NR0B2|CAPN10|CHD7,-5.6,240|1636|1906|2697|2776|3569|3667|3784|5468|6514|8431|11132|55636,Metascape session t_e1w6klz,0.003697863716482932,TRUE
GO Biological Processes,19,GO:0006869,lipid transport,-7.3,8.8,11,116,APOA1|APOA2|APOB|APOE|CAV1|ACE|DCTN1|DRD3|KCNQ1|MTTP|PPARG,-5.6,335|336|338|348|857|1636|1639|1814|3784|4547|5468,Metascape session t_e1w6klz,0.003697863716482932,TRUE
KEGG Pathway,24,hsa04062,Chemokine signaling pathway,-7.3,12,9,116,GNAQ|HRAS|PIK3CA|PIK3R2|MAPK1|MAP2K1|PTK2|RAF1|NCF1,-5.6,2776|3265|5290|5296|5594|5604|5747|5894|653361,Metascape session t_e1w6klz,0.003697863716482932,TRUE
GO Biological Processes,19,GO:0045088,regulation of innate immune response,-7.2,6.9,13,116,APOE|APP|CASP8|GRN|CFH|NONO|PPARG|PTPN11|TNFAIP3|SQSTM1|MATR3|TBK1|NCF1,-5.6,348|351|841|2896|3075|4841|5468|5781|7128|8878|9782|29110|653361,Metascape session t_e1w6klz,0.003697863716482932,TRUE
GO Biological Processes,19,GO:0010876,lipid localization,-7.2,8.8,11,116,APOA1|APOA2|APOB|APOE|CAV1|ACE|DCTN1|DRD3|KCNQ1|MTTP|PPARG,-5.6,335|336|338|348|857|1636|1639|1814|3784|4547|5468,Metascape session t_e1w6klz,0.003697863716482932,TRUE
WikiPathways,27,WP195,IL1 signaling,-7.2,29,6,116,PIK3R2|MAPK1|MAP2K1|MAP2K2|PTPN11|SQSTM1,-5.6,5296|5594|5604|5605|5781|8878,Metascape session t_e1w6klz,0.003697863716482932,TRUE
Reactome Gene Sets,6,R-HSA-2404192,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),-7.2,29,6,116,FGFR1|HRAS|IRS1|PIK3CA|PIK3R2|PTPN11,-5.6,2260|3265|3667|5290|5296|5781,Metascape session t_e1w6klz,0.003697863716482932,TRUE
WikiPathways,27,WP2795,Cardiac hypertrophic response,-7.2,29,6,116,MTOR|MAPK1|MAP2K1|MAP2K2|RAF1|TGFBR1,-5.6,2475|5594|5604|5605|5894|7046,Metascape session t_e1w6klz,0.003697863716482932,TRUE
KEGG Pathway,24,hsa04662,B cell receptor signaling pathway,-7.2,20,7,116,HRAS|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1,-5.6,3265|5290|5296|5594|5604|5605|5894,Metascape session t_e1w6klz,0.003697863716482932,TRUE
GO Biological Processes,19,GO:0019216,regulation of lipid metabolic process,-7.2,8.8,11,116,APOA1|APOA2|APOE|CAV1|EDN1|EPHX2|MTOR|IRS1|PPARG|MAPK1|PTGS2,-5.6,335|336|348|857|1906|2053|2475|3667|5468|5594|5743,Metascape session t_e1w6klz,0.003697863716482932,TRUE
KEGG Pathway,24,hsa04613,Neutrophil extracellular trap formation,-7.2,12,9,116,ACTB|MTOR|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1|NCF1,-5.6,60|2475|5290|5296|5594|5604|5605|5894|653361,Metascape session t_e1w6klz,0.003697863716482932,TRUE
GO Biological Processes,19,GO:0032102,negative regulation of response to external stimulus,-7.2,7.7,12,116,ALOX5|APOA1|APOE|DRD3|EDN1|F12|GRN|IL10|NOTCH1|SERPINE1|PPARG|TNFAIP3,-5.6,240|335|348|1814|1906|2161|2896|3586|4851|5054|5468|7128,Metascape session t_e1w6klz,0.003697863716482932,TRUE
GO Biological Processes,19,GO:0002687,positive regulation of leukocyte migration,-7.2,15,8,116,APP|CSF1R|EDN1|IL6|SERPINE1|MAPK1|PTK2|VEGFA,-5.6,351|1436|1906|3569|5054|5594|5747|7422,Metascape session t_e1w6klz,0.003697863716482932,TRUE
WikiPathways,27,WP23,B cell receptor signaling,-7.2,20,7,116,HRAS|PIK3R2|MAPK1|MAP2K1|MAP2K2|PTPN11|RAF1,-5.5,3265|5296|5594|5604|5605|5781|5894,Metascape session t_e1w6klz,0.004086771438464067,TRUE
Reactome Gene Sets,6,R-HSA-9679506,SARS-CoV Infections,-7.2,7.6,12,116,CAV1|CHD4|GJA1|NR3C1|HNRNPA1|SMAD4|MGAT1|PTPN11|VCP|VEGFA|SIGMAR1|TBK1,-5.5,857|1108|2697|2908|3178|4089|4245|5781|7415|7422|10280|29110,Metascape session t_e1w6klz,0.004086771438464067,TRUE
Canonical Pathways,11,M276,PID FGF PATHWAY,-7.2,29,6,116,CTNND1|FGFR1|MET|PIK3CA|MAPK1|PTPN11,-5.5,1500|2260|4233|5290|5594|5781,Metascape session t_e1w6klz,0.004086771438464067,TRUE
GO Biological Processes,19,GO:0045321,leukocyte activation,-7.2,6.8,13,116,APP|CASP8|EDN1|MTOR|GJA1|GNAQ|GRN|IL6|IL10|MAPT|PIK3R2|TBK1|CHD7,-5.5,351|841|1906|2475|2697|2776|2896|3569|3586|4137|5296|29110|55636,Metascape session t_e1w6klz,0.004086771438464067,TRUE
KEGG Pathway,24,hsa04912,GnRH signaling pathway,-7.2,20,7,116,GNA11|GNAQ|HRAS|MAPK1|MAP2K1|MAP2K2|RAF1,-5.5,2767|2776|3265|5594|5604|5605|5894,Metascape session t_e1w6klz,0.004086771438464067,TRUE
GO Biological Processes,19,GO:2001234,negative regulation of apoptotic signaling pathway,-7.1,12,9,116,CTNNB1|GPX1|IL10|NONO|SERPINE1|MAP2K1|PTGS2|TGFBR1|TNFAIP3,-5.5,1499|2876|3586|4841|5054|5604|5743|7046|7128,Metascape session t_e1w6klz,0.004086771438464067,TRUE
WikiPathways,27,WP3646,Hepatitis C and hepatocellular carcinoma,-7.1,28,6,116,IL6|SMAD4|PTGS2|PTPN11|TGFBR1|VEGFA,-5.5,3569|4089|5743|5781|7046|7422,Metascape session t_e1w6klz,0.004086771438464067,TRUE
GO Biological Processes,19,GO:1902895,positive regulation of miRNA transcription,-7.1,28,6,116,NR3C1|IL6|IL10|SMAD4|PPARG|SMARCA4,-5.5,2908|3569|3586|4089|5468|6597,Metascape session t_e1w6klz,0.004086771438464067,TRUE
GO Biological Processes,19,GO:0043068,positive regulation of programmed cell death,-7.1,6.7,13,116,APP|CASP8|CAV1|CTNNB1|GRN|IL6|IL10|SMAD4|NOTCH1|PPARG|TGFBR1|SQSTM1|MFN2,-5.5,351|841|857|1499|2896|3569|3586|4089|4851|5468|7046|8878|9927,Metascape session t_e1w6klz,0.004086771438464067,TRUE
GO Biological Processes,19,GO:0043523,regulation of neuron apoptotic process,-7.1,12,9,116,APP|CASP8|CTNNB1|GRN|IL10|KDR|NONO|SIGMAR1|ADNP,-5.5,351|841|1499|2896|3586|3791|4841|10280|23394,Metascape session t_e1w6klz,0.004086771438464067,TRUE
WikiPathways,27,WP3594,Circadian rhythm genes,-7.1,12,9,116,DRD3|DYRK1A|GNA11|GNAQ|IL6|MTTP|NONO|SERPINE1|PPARG,-5.5,1814|1859|2767|2776|3569|4547|4841|5054|5468,Metascape session t_e1w6klz,0.004086771438464067,TRUE
GO Biological Processes,19,GO:0048708,astrocyte differentiation,-7.1,46,5,116,APP|GRN|NR3C1|MAPT|NOTCH1,-5.5,351|2896|2908|4137|4851,Metascape session t_e1w6klz,0.004086771438464067,TRUE
GO Biological Processes,19,GO:0007173,epidermal growth factor receptor signaling pathway,-7.1,28,6,116,CTNNB1|EFEMP1|PIK3CA|MAPK1|PTK2|PTPN11,-5.5,1499|2202|5290|5594|5747|5781,Metascape session t_e1w6klz,0.004086771438464067,TRUE
GO Biological Processes,19,GO:0035051,cardiocyte differentiation,-7,19,7,116,ACTC1|EDN1|MTOR|SMAD4|NOTCH1|SLC8A1|VEGFA,-5.4,70|1906|2475|4089|4851|6546|7422,Metascape session t_e1w6klz,0.004516580942612666,TRUE
GO Biological Processes,19,GO:0048738,cardiac muscle tissue development,-7,14,8,116,ACTC1|ENG|GJA1|SMAD4|NOTCH1|SLC8A1|TGFBR1|VEGFA,-5.4,70|2022|2697|4089|4851|6546|7046|7422,Metascape session t_e1w6klz,0.004516580942612666,TRUE
GO Biological Processes,19,GO:0014706,striated muscle tissue development,-7,12,9,116,ACTC1|CAV1|ENG|GJA1|SMAD4|NOTCH1|SLC8A1|TGFBR1|VEGFA,-5.4,70|857|2022|2697|4089|4851|6546|7046|7422,Metascape session t_e1w6klz,0.004516580942612666,TRUE
GO Biological Processes,19,GO:0070371,ERK1 and ERK2 cascade,-7,44,5,116,EDN1|SMAD4|MAPK1|MAP2K1|MAP2K2,-5.4,1906|4089|5594|5604|5605,Metascape session t_e1w6klz,0.004516580942612666,TRUE
KEGG Pathway,24,hsa04666,Fc gamma R-mediated phagosome formation,-7,19,7,116,LIMK1|PIK3CA|PIK3R2|MAPK1|MAP2K1|RAF1|NCF1,-5.4,3984|5290|5296|5594|5604|5894|653361,Metascape session t_e1w6klz,0.004516580942612666,TRUE
GO Biological Processes,19,GO:0001822,kidney development,-7,11,9,116,ACE|EDN1|FBN1|SMAD4|NOTCH1|PKD2|TGFBR1|VEGFA|NPHP3,-5.4,1636|1906|2200|4089|4851|5311|7046|7422|27031,Metascape session t_e1w6klz,0.004516580942612666,TRUE
GO Biological Processes,19,GO:0034097,response to cytokine,-7,5.5,15,116,ADAR|APP|CASP8|CSF1R|EDN1|IL6|IL10|IRS1|ITIH4|SMAD4|NOTCH1|MAPK1|PTPN11|RAF1|TBK1,-5.4,103|351|841|1436|1906|3569|3586|3667|3700|4089|4851|5594|5781|5894|29110,Metascape session t_e1w6klz,0.004516580942612666,TRUE
GO Biological Processes,19,GO:0090100,positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,-7,19,7,116,ACVR2B|ENG|KDR|SMAD4|NOTCH1|TGFBR1|ZEB2,-5.3,93|2022|3791|4089|4851|7046|9839,Metascape session t_e1w6klz,0.004991593906910217,TRUE
KEGG Pathway,24,hsa05410,Hypertrophic cardiomyopathy,-7,19,7,116,ACTB|ACTC1|ACE|EDN1|IL6|LMNA|SLC8A1,-5.3,60|70|1636|1906|3569|4000|6546,Metascape session t_e1w6klz,0.004991593906910217,TRUE
WikiPathways,27,WP430,Statin inhibition of cholesterol production,-7,43,5,116,APOA1|APOA2|APOB|APOE|MTTP,-5.3,335|336|338|348|4547,Metascape session t_e1w6klz,0.004991593906910217,TRUE
GO Biological Processes,19,GO:0007417,central nervous system development,-7,5.4,15,116,ACTB|APP|CSF1R|CTNNB1|DCTN1|GRN|NR3C1|CFH|MAPT|NOTCH1|PKD2|PTPN11|UGP2|ZEB2|CHD7,-5.3,60|351|1436|1499|1639|2896|2908|3075|4137|4851|5311|5781|7360|9839|55636,Metascape session t_e1w6klz,0.004991593906910217,TRUE
GO Biological Processes,19,GO:0030855,epithelial cell differentiation,-6.9,7.2,12,116,ACVR2B|CPS1|CTNNB1|EDN1|FBN1|KCNQ1|KDR|SMAD4|MET|NOTCH1|PPARG|VEGFA,-5.3,93|1373|1499|1906|2200|3784|3791|4089|4233|4851|5468|7422,Metascape session t_e1w6klz,0.004991593906910217,TRUE
GO Biological Processes,19,GO:0002685,regulation of leukocyte migration,-6.9,11,9,116,APP|CSF1R|EDN1|IL6|SERPINE1|MAPK1|PTK2|VEGFA|EMILIN1,-5.3,351|1436|1906|3569|5054|5594|5747|7422|11117,Metascape session t_e1w6klz,0.004991593906910217,TRUE
GO Biological Processes,19,GO:0008286,insulin receptor signaling pathway,-6.9,26,6,116,HRAS|IRS1|PIK3CA|PIK3R2|MAPK1|RAF1,-5.3,3265|3667|5290|5296|5594|5894,Metascape session t_e1w6klz,0.004991593906910217,TRUE
Canonical Pathways,11,M187,PID TRKR PATHWAY,-6.9,26,6,116,HRAS|PIK3CA|MAPK1|MAP2K1|PTPN11|SQSTM1,-5.3,3265|5290|5594|5604|5781|8878,Metascape session t_e1w6klz,0.004991593906910217,TRUE
GO Biological Processes,19,GO:0120161,regulation of cold-induced thermogenesis,-6.9,14,8,116,ACVR2B|CAV1|GJA1|NOTCH1|SMARCA4|VEGFA|MFN2|EHMT1,-5.3,93|857|2697|4851|6597|7422|9927|79813,Metascape session t_e1w6klz,0.004991593906910217,TRUE
GO Biological Processes,19,GO:0045927,positive regulation of growth,-6.9,11,9,116,EDN1|MTOR|LIMK1|MAPT|NOTCH1|MAPK1|TGFBR1|VEGFA|ADNP,-5.3,1906|2475|3984|4137|4851|5594|7046|7422|23394,Metascape session t_e1w6klz,0.004991593906910217,TRUE
GO Biological Processes,19,GO:0072001,renal system development,-6.9,11,9,116,ACE|EDN1|FBN1|SMAD4|NOTCH1|PKD2|TGFBR1|VEGFA|NPHP3,-5.3,1636|1906|2200|4089|4851|5311|7046|7422|27031,Metascape session t_e1w6klz,0.004991593906910217,TRUE
GO Biological Processes,19,GO:0030225,macrophage differentiation,-6.9,41,5,116,APP|CASP8|CSF1R|NR3C1|VEGFA,-5.3,351|841|1436|2908|7422,Metascape session t_e1w6klz,0.004991593906910217,TRUE
Canonical Pathways,11,M108,PID NETRIN PATHWAY,-6.9,41,5,116,PIK3CA|MAPK1|MAP2K1|MAP2K2|PTK2,-5.3,5290|5594|5604|5605|5747,Metascape session t_e1w6klz,0.004991593906910217,TRUE
WikiPathways,27,WP3844,PI3K AKT mTOR signaling and therapeutic opportunities in prostate cancer,-6.9,41,5,116,MTOR|HRAS|PIK3CA|PIK3R2|TSC2,-5.3,2475|3265|5290|5296|7249,Metascape session t_e1w6klz,0.004991593906910217,TRUE
GO Biological Processes,19,GO:0060841,venous blood vessel development,-6.9,81,4,116,ACVR2B|ENG|NOTCH1|VEGFA,-5.2,93|2022|4851|7422,Metascape session t_e1w6klz,0.0055165644207607716,TRUE
KEGG Pathway,24,hsa04921,Oxytocin signaling pathway,-6.9,14,8,116,ACTB|GNAQ|HRAS|MAPK1|MAP2K1|MAP2K2|PTGS2|RAF1,-5.2,60|2776|3265|5594|5604|5605|5743|5894,Metascape session t_e1w6klz,0.0055165644207607716,TRUE
GO Biological Processes,19,GO:0000302,response to reactive oxygen species,-6.9,14,8,116,APOE|EDN1|GPX1|IL6|MAPT|PKD2|SLC8A1|TNFAIP3,-5.2,348|1906|2876|3569|4137|5311|6546|7128,Metascape session t_e1w6klz,0.0055165644207607716,TRUE
